Protein1,Protein2,Level
GP1BB,YWHAZ,Level_02
GP1BB,LYN,Level_02
GP1BB,VWF,Level_02
NCAM2,PRNP,Level_02
NCAM2,L1CAM,Level_02
GCGR,GNAS,Level_02
GCGR,GNAI1,Level_02
GCGR,GNB1,Level_02
GCGR,GNAQ,Level_02
CCNL2,CDKN1A,Level_02
CCNL2,CDKN2A,Level_02
CCNL2,CCNA2,Level_02
CCNL2,CDK5,Level_02
CCNL2,CDKN1B,Level_02
CCNL2,CDK9,Level_02
CCNL2,CDK11A,Level_02
CCNL2,CCNA1,Level_02
CCNL2,CCND1,Level_02
MASP2,FCN1,Level_02
MASP2,MASP1,Level_02
MASP2,COLEC11,Level_02
MASP2,C4A,Level_02
MASP2,C4B,Level_02
MASP2,COLEC10,Level_02
MASP2,C2,Level_02
MASP2,FCN3,Level_02
UBE2J2,TMEM129,Level_02
DNAH14,DNAH12,Level_02
DNAH14,DNAH1,Level_02
MIER1,HDAC2,Level_02
MIER1,HDAC1,Level_02
MIER1,CDYL,Level_02
MMACHC,MTR,Level_02
MMACHC,MMAB,Level_02
MMACHC,MMADHC,Level_02
MMACHC,LMBRD1,Level_02
MMACHC,MMAA,Level_02
UBAC2,UFD1,Level_02
UBAC2,NPLOC4,Level_02
UBAC2,AMFR,Level_02
GP5,GP1BA,Level_02
GP5,SIGLEC1,Level_02
GP5,CD36,Level_02
GP5,GTPBP1,Level_02
GP5,CD151,Level_02
GP5,GP2,Level_02
GP5,VWF,Level_02
GP5,GP1BB,Level_02
GP5,TXN,Level_02
GP5,GP6,Level_02
SNU13,SF3B5,Level_02
SNU13,LSM6,Level_02
SNU13,SNRPG,Level_02
SNU13,LSM7,Level_02
SNU13,EXOSC10,Level_02
SNU13,RPS11,Level_02
SNU13,LOC102724159,Level_02
SNU13,RNF113A,Level_02
SNU13,NOL10,Level_02
SNU13,NHP2,Level_02
SNU13,MFAP1,Level_02
SNU13,MPHOSPH10,Level_02
SNU13,RPS27,Level_02
SNU13,NOL6,Level_02
SNU13,WDR43,Level_02
SNU13,USP39,Level_02
SNU13,UTP18,Level_02
SNU13,SNRPA1,Level_02
SNU13,WDR3,Level_02
SNU13,AATF,Level_02
SNU13,SF3A1,Level_02
SNU13,NOP14,Level_02
SNU13,EMG1,Level_02
SNU13,FCF1,Level_02
SNU13,ZMAT2,Level_02
SNU13,LSM4,Level_02
SNU13,SNRNP40,Level_02
SNU13,PRPF8,Level_02
SNU13,LSM5,Level_02
SNU13,IMP4,Level_02
SNU13,SF3A2,Level_02
SNU13,NAT10,Level_02
SNU13,RCL1,Level_02
SNU13,RRP7A,Level_02
SNU13,SF3B1,Level_02
SNU13,RPS15A,Level_02
SNU13,TXNL4A,Level_02
SNU13,SF3A3,Level_02
SNU13,LSM2,Level_02
SNU13,PWP2,Level_02
SNU13,NOP10,Level_02
SNU13,MAGOHB,Level_02
SNU13,EFTUD2,Level_02
SNU13,RPS14,Level_02
SNU13,DDX23,Level_02
SNU13,UTP3,Level_02
SNU13,RPS23,Level_02
SNU13,PINX1,Level_02
SNU13,LSM8,Level_02
SNU13,RPS9,Level_02
SNU13,SNRPD1,Level_02
SNU13,SNRPD2,Level_02
SNU13,DNTTIP2,Level_02
SNU13,SF3B4,Level_02
SNU13,WDR36,Level_02
SNU13,DHX16,Level_02
SNU13,TBL3,Level_02
SNU13,BMS1,Level_02
SNU13,PDCD11,Level_02
SNU13,FAU,Level_02
SNU13,UTP11,Level_02
SNU13,RBMX2,Level_02
SNU13,RPS3,Level_02
SNU13,RPS27A,Level_02
SNU13,UTP20,Level_02
SNU13,RPS13,Level_02
SNU13,CWC27,Level_02
SNU13,RPS3A,Level_02
SNU13,SNRNP27,Level_02
SNU13,IMP3,Level_02
SNU13,RPL11,Level_02
SNU13,RPS24,Level_02
SNU13,NOL11,Level_02
SNU13,WBP4,Level_02
SNU13,SNRPF,Level_02
SNU13,SNRPA,Level_02
SNU13,RBM42,Level_02
SNU13,LSM3,Level_02
SNU13,UTP14A,Level_02
SNU13,SNIP1,Level_02
SNU13,PRPF38A,Level_02
SNU13,NOC4L,Level_02
SNU13,SF3B3,Level_02
SNU13,SNRPN,Level_02
SNU13,PHF5A,Level_02
SNU13,RPS19,Level_02
SNU13,GAR1,Level_02
SNU13,UTP14C,Level_02
SNU13,SF3B2,Level_02
SNU13,BUD13,Level_02
SNU13,NGDN,Level_02
SNU13,WDR46,Level_02
SNU13,KRR1,Level_02
SNU13,FBLL1,Level_02
SNU13,SNRNP70,Level_02
SNU13,RPS12,Level_02
SNU13,RPS16,Level_02
SNU13,BYSL,Level_02
SNU13,RPS18,Level_02
SNU13,RPS17,Level_02
SNU13,SMU1,Level_02
SNU13,RPL30,Level_02
SNU13,RPS5,Level_02
SNU13,SNRPB,Level_02
SNU13,SNRPE,Level_02
SNU13,RPS28,Level_02
SNU13,DCAF13,Level_02
SNU13,UTP6,Level_02
SNU13,RPS7,Level_02
SNU13,RPS4X,Level_02
SNU13,PNO1,Level_02
SNU13,SNRPD3,Level_02
SNU13,UTP4,Level_02
SNU13,HEATR1,Level_02
SNU13,NUFIP1,Level_02
SNU13,WDR75,Level_02
SNU13,RPS6,Level_02
SNU13,SNRPB2,Level_02
SNU13,RPS8,Level_02
SNU13,DKC1,Level_02
SNU13,IK,Level_02
SNU13,DIMT1,Level_02
NCOR2,TBL1Y,Level_02
NCOR2,THRB,Level_02
NCOR2,SAP30,Level_02
NCOR2,AR,Level_02
NCOR2,SPEN,Level_02
NCOR2,ESR1,Level_02
NCOR2,PPARA,Level_02
NCOR2,ZBTB16,Level_02
NCOR2,HDAC10,Level_02
NCOR2,SNW1,Level_02
NCOR2,PGR,Level_02
NCOR2,TBL1XR1,Level_02
NCOR2,TBL1X,Level_02
NCOR2,RXRA,Level_02
NCOR2,HDAC5,Level_02
NCOR2,PPARD,Level_02
NCOR2,RBPJL,Level_02
NCOR2,NR1D1,Level_02
NCOR2,GPS2,Level_02
NCOR2,CIR1,Level_02
NCOR2,HDAC7,Level_02
NCOR2,RUNX1T1,Level_02
NCOR2,RBPJ,Level_02
NCOR2,NCOA3,Level_02
NCOR2,HDAC2,Level_02
NCOR2,HDAC9,Level_02
NCOR2,NCOR1,Level_02
NCOR2,RORC,Level_02
NCOR2,ATXN1,Level_02
PAXIP1,KMT2D,Level_02
PAXIP1,PAX2,Level_02
PAXIP1,ATM,Level_02
PAXIP1,RIF1,Level_02
PAXIP1,DPY30,Level_02
PAXIP1,MAD2L2,Level_02
CSF2RB,IL5,Level_02
CSF2RB,JAK2,Level_02
CSF2RB,EPOR,Level_02
CSF2RB,IL5RA,Level_02
POMC,OXT,Level_02
POMC,PRL,Level_02
POMC,CPE,Level_02
POMC,PCSK1,Level_02
POMC,PENK,Level_02
POMC,GPR119,Level_02
POMC,LEP,Level_02
POMC,GIPR,Level_02
POMC,OPRD1,Level_02
POMC,GHRH,Level_02
POMC,ADRB1,Level_02
POMC,SST,Level_02
POMC,LHCGR,Level_02
POMC,HTR6,Level_02
POMC,GLP1R,Level_02
POMC,CRH,Level_02
POMC,DRD1,Level_02
POMC,GHRL,Level_02
POMC,TSHR,Level_02
POMC,PMCH,Level_02
POMC,HCRT,Level_02
POMC,PYY,Level_02
POMC,MRAP,Level_02
POMC,ATP7A,Level_02
POMC,ADORA2A,Level_02
POMC,INS,Level_02
POMC,DRD5,Level_02
POMC,NPY,Level_02
POMC,LEPR,Level_02
POMC,AGRP,Level_02
POMC,FSHR,Level_02
POMC,CRHR1-2,Level_02
POMC,VIPR2,Level_02
POMC,PDYN,Level_02
POMC,GCG,Level_02
POMC,REN,Level_02
POMC,CRHR1,Level_02
CUL4B,GPS1,Level_02
CUL4B,NEDD8,Level_02
CUL4B,CUL2,Level_02
CUL4B,AMBRA1,Level_02
CUL4B,TRPC4AP,Level_02
CUL4B,ERCC8,Level_02
CUL4B,COP1,Level_02
CUL4B,RNF7,Level_02
CUL4B,CDKN1B,Level_02
CUL4B,DCAF4,Level_02
CUL4B,COPS2,Level_02
CUL4B,DCAF17,Level_02
CUL4B,COPS6,Level_02
CUL4B,COPS7A,Level_02
CUL4B,DCAF10,Level_02
CUL4B,CAND1,Level_02
CUL4B,DCAF7,Level_02
CUL4B,COPS3,Level_02
CUL4B,DCAF6,Level_02
CUL4B,DCAF5,Level_02
CUL4B,DCUN1D1,Level_02
CUL4B,COPS4,Level_02
CUL4B,CUL1,Level_02
CUL4B,FBXW5,Level_02
CUL4B,DCAF11,Level_02
CUL4B,COPS8,Level_02
CUL4B,DDB2,Level_02
CUL4B,CDT1,Level_02
CUL4B,DDA1,Level_02
CUL4B,DCAF16,Level_02
CUL4B,DET1,Level_02
CUL4B,DCAF15,Level_02
CUL4B,COPS7B,Level_02
CUL4B,COPS5,Level_02
CUL4B,DCAF12,Level_02
CUL4B,CUL3,Level_02
CUL4B,DCAF8,Level_02
CUL4B,DCAF13,Level_02
ATG4B,ULK2,Level_02
ATG4B,ULK1,Level_02
ATG4B,ATG5,Level_02
ATG4B,ATG7,Level_02
ATG4B,MAP1LC3A,Level_02
ATG4B,ATG12,Level_02
ATG4B,ATG3,Level_02
ATG4B,MAP1LC3C,Level_02
RELA,SP1,Level_02
RELA,NFKBIZ,Level_02
RELA,CTNNB1,Level_02
RELA,KLF2,Level_02
RELA,CD40,Level_02
RELA,PPARG,Level_02
RELA,TLR5,Level_02
RELA,PRKACG,Level_02
RELA,CXCL3,Level_02
RELA,SETD6,Level_02
RELA,PRKACA,Level_02
RELA,HDAC2,Level_02
RELA,PPP2CA,Level_02
RELA,TLR4,Level_02
RELA,MAPK8,Level_02
RELA,NOTCH3,Level_02
RELA,TBK1,Level_02
RELA,RAC2,Level_02
RELA,RPS3,Level_02
RELA,CXCL8,Level_02
RELA,COMMD1,Level_02
RELA,IKBKG,Level_02
RELA,CAMP,Level_02
RELA,ROCK2,Level_02
RELA,BCL3,Level_02
RELA,MAPK9,Level_02
RELA,FOS,Level_02
RELA,CCL5,Level_02
RELA,CXCL1,Level_02
RELA,SMAD3,Level_02
RELA,SIRT6,Level_02
RELA,KPNA1,Level_02
RELA,CREB1,Level_02
RELA,HDAC1,Level_02
RELA,ING4,Level_02
RELA,HIF1A,Level_02
RELA,PPP2CB,Level_02
RELA,CEBPB,Level_02
RELA,TLR2,Level_02
RELA,CCL2,Level_02
RELA,PIAS3,Level_02
RELA,EZH2,Level_02
RELA,TP53,Level_02
RELA,JUN,Level_02
RELA,STAT3,Level_02
RELA,KAT5,Level_02
RELA,PPP2R1A,Level_02
RELA,PRKACB,Level_02
RELA,NLRP12,Level_02
RELA,IL6,Level_02
RELA,KEAP1,Level_02
RELA,CXCL2,Level_02
RELA,SFN,Level_02
RELA,ESR1,Level_02
RELA,SIRT1,Level_02
RELA,NLRP3,Level_02
RELA,PPP1R13L,Level_02
RELA,TNF,Level_02
RELA,IL1B,Level_02
RELA,RAF1,Level_02
RELA,ROCK1,Level_02
RELA,ARHGEF7,Level_02
RELA,KPNA3,Level_02
RELA,KPNA4,Level_02
RELA,IL18,Level_02
RELA,PRKCQ,Level_02
NPY,SST,Level_02
NPY,NPY4R2,Level_02
NPY,TAC1,Level_02
NPY,INS,Level_02
NPY,GHRL,Level_02
NPY,GPR83,Level_02
NPY,PDYN,Level_02
NPY,MC4R,Level_02
NPY,AGRP,Level_02
NPY,CRH,Level_02
NPY,PPY,Level_02
NPY,VIP,Level_02
NPY,POMC,Level_02
NPY,HCRT,Level_02
NPY,PMCH,Level_02
NPY,LEP,Level_02
NPY,NPY4R,Level_02
NPY,GAL,Level_02
NPY,CCK,Level_02
NPY,PYY,Level_02
BCL6,IRF4,Level_02
BCL6,TBX21,Level_02
BCL6,HDAC4,Level_02
BCL6,HDAC1,Level_02
BCL6,MME,Level_02
BCL6,TP53,Level_02
BCL6,PAX5,Level_02
BCL6,MYC,Level_02
HCRTR1,HCRTR2,Level_02
CHKB,PCYT1B,Level_02
CHKB,GPCPD1,Level_02
CHKB,TAC4,Level_02
CHKB,CPT1B,Level_02
CHKB,PCYT1A,Level_02
CHKB,PHOSPHO1,Level_02
CHKB,PCYT2,Level_02
ABCG5,SREBF2,Level_02
ABCG5,ABCA2,Level_02
ABCG5,ABCD4,Level_02
ABCG5,ABCB6,Level_02
ABCG5,XPR1,Level_02
ARNTL,BHLHE41,Level_02
ARNTL,PER2,Level_02
ARNTL,RORA,Level_02
ARNTL,PER3,Level_02
ARNTL,SIRT1,Level_02
ARNTL,NPAS4,Level_02
ARNTL,KDM5A,Level_02
ARNTL,NR1D2,Level_02
ARNTL,ARNTL2,Level_02
ARNTL,EP300,Level_02
ARNTL,FBXL3,Level_02
ARNTL,RORB,Level_02
ARNTL,CSNK1E,Level_02
ARNTL,PER1,Level_02
ARNTL,HIF1A,Level_02
ARNTL,NR1D1,Level_02
ARNTL,EPAS1,Level_02
ARNTL,CSNK1D,Level_02
ARNTL,BHLHE40,Level_02
ARNTL,CREBBP,Level_02
ARNTL,NFIL3,Level_02
NLK,FOXO3,Level_02
NLK,MAP3K7,Level_02
NLK,TCF7L1,Level_02
NLK,TCF7,Level_02
NLK,TCF7L2,Level_02
NLK,LEF1,Level_02
NLK,FOXO1,Level_02
NLK,FOXO4,Level_02
CTNNA2,CDH2,Level_02
CTNNA2,ACTN1,Level_02
CTNNA2,CDH8,Level_02
CTNNA2,CDH1,Level_02
CTNNA2,CDH17,Level_02
CTNNA2,YWHAE,Level_02
CTNNA2,VCL,Level_02
CTNNA2,AFDN,Level_02
CTNNA2,ACTB,Level_02
CTNNA2,ACTN4,Level_02
CTNNA2,CTNNA1,Level_02
CTNNA2,CTNNB1,Level_02
CTNNA2,TJP1,Level_02
CTNNA2,YWHAH,Level_02
CTNNA2,JUP,Level_02
CTNNA2,CTNNA3,Level_02
MTMR3,PIKFYVE,Level_02
MTMR3,MTMR4,Level_02
MTMR3,FIG4,Level_02
MTMR3,CDIPT,Level_02
SOS1,RASGRP3,Level_02
SOS1,GAB1,Level_02
SOS1,FRS2,Level_02
SOS1,PDGFRB,Level_02
SOS1,VAV2,Level_02
SOS1,SFN,Level_02
SOS1,NCK1,Level_02
SOS1,FGFR3,Level_02
SOS1,GRAP,Level_02
SOS1,SRC,Level_02
SOS1,GAB2,Level_02
SOS1,SHC3,Level_02
SOS1,FGFR1,Level_02
SOS1,PIK3CA,Level_02
SOS1,SOS2,Level_02
SOS1,FGFR4,Level_02
SOS1,YWHAZ,Level_02
SOS1,SHC4,Level_02
SOS1,PLCG1,Level_02
SOS1,RASGRP1,Level_02
SOS1,MRAS,Level_02
SOS1,SH3KBP1,Level_02
SOS1,PIK3R1,Level_02
SOS1,GRAP2,Level_02
SOS1,ABI1,Level_02
SOS1,VAV1,Level_02
SOS1,PDGFRA,Level_02
SOS1,FGFR2,Level_02
SOS1,RABIF,Level_02
SOS1,LCP2,Level_02
SOS1,IRS1,Level_02
SOS1,RASA1,Level_02
SOS1,RRAS,Level_02
SOS1,CRK,Level_02
SOS1,RRAS2,Level_02
SOS1,SHC2,Level_02
SOS1,CRKL,Level_02
SOS1,NRAS,Level_02
FSHR,GCG,Level_02
FSHR,BMP15,Level_02
FSHR,TSHB,Level_02
FSHR,CGA,Level_02
FSHR,POMC,Level_02
FSHR,GNAS,Level_02
FSHR,ADCYAP1,Level_02
DERL3,UFD1,Level_02
DERL3,VCP,Level_02
DERL3,DERL1,Level_02
DERL3,SEL1L,Level_02
DERL3,OS9,Level_02
DERL3,EDEM1,Level_02
DERL3,SYVN1,Level_02
DERL3,ERLEC1,Level_02
DERL3,DERL2,Level_02
FBXO11,CUL1,Level_02
FBXO11,SKP1,Level_02
CDKN1A,CASP3,Level_02
CDKN1A,MYC,Level_02
CDKN1A,RBX1,Level_02
CDKN1A,CDKN3,Level_02
CDKN1A,CCNB2,Level_02
CDKN1A,CCNB1,Level_02
CDKN1A,GADD45A,Level_02
CDKN1A,CKS1B,Level_02
CDKN1A,STAT3,Level_02
CDKN1A,SMAD4,Level_02
CDKN1A,EP300,Level_02
CDKN1A,AKT3,Level_02
CDKN1A,CDC6,Level_02
CDKN1A,TFAP4,Level_02
CDKN1A,CDK3,Level_02
CDKN1A,SMAD3,Level_02
CDKN1A,CUL1,Level_02
CDKN1A,CEBPA,Level_02
CDKN1A,CIZ1,Level_02
CDKN1A,SKP2,Level_02
CDKN1A,FOXO3,Level_02
CDKN1A,AKT2,Level_02
CDKN1A,BCCIP,Level_02
CDKN1A,SKP1,Level_02
CDKN1A,CCNL2,Level_02
CDKN1A,CDK1,Level_02
CDKN1A,AKT1,Level_02
CDKN1A,MAP3K5,Level_02
CDKN1A,CDKN1B,Level_02
CDKN1A,RBL2,Level_02
CDKN1A,MDM2,Level_02
CDKN1A,CDKN2A,Level_02
CDKN1A,E2F1,Level_02
ESRRA,ESRRG,Level_02
ESRRA,PPARGC1B,Level_02
XPO1,NUP42,Level_02
XPO1,NUP98,Level_02
XPO1,PHAX,Level_02
XPO1,CDKN1B,Level_02
XPO1,LRPPRC,Level_02
XPO1,RANBP3,Level_02
XPO1,CSE1L,Level_02
XPO1,RANBP2,Level_02
XPO1,PKIA,Level_02
XPO1,NCBP1,Level_02
XPO1,XPOT,Level_02
XPO1,NMD3,Level_02
XPO1,TP53,Level_02
XPO1,NXF3,Level_02
XPO1,RANGAP1,Level_02
XPO1,DDX3X,Level_02
XPO1,ANP32A,Level_02
XPO1,NXF1,Level_02
XPO1,RCC1,Level_02
XPO1,ELAVL1,Level_02
XPO1,RANBP1,Level_02
XPO1,NUP88,Level_02
XPO1,CCNB1,Level_02
SAA1,SAA2,Level_02
SAA1,APCS,Level_02
RTL10,MCL1,Level_02
RTL10,BCL2L1,Level_02
RTL10,BCL2,Level_02
MRPS12,RPL35A,Level_02
MRPS12,MRPS34,Level_02
MRPS12,MRPL19,Level_02
MRPS12,MRPL58,Level_02
MRPS12,MRPL9,Level_02
MRPS12,RPL31,Level_02
MRPS12,RPL28,Level_02
MRPS12,RPS27,Level_02
MRPS12,MRPL34,Level_02
MRPS12,MRPS18C,Level_02
MRPS12,MRPL23,Level_02
MRPS12,RPS11,Level_02
MRPS12,CHCHD1,Level_02
MRPS12,MRPL47,Level_02
MRPS12,MRPL42,Level_02
MRPS12,MRPL46,Level_02
MRPS12,IMP4,Level_02
MRPS12,RPL21,Level_02
MRPS12,MRPS18B,Level_02
MRPS12,EIF1AX,Level_02
MRPS12,GFM1,Level_02
MRPS12,RPS26,Level_02
MRPS12,MYH14,Level_02
MRPS12,RPL18A,Level_02
MRPS12,MRPL43,Level_02
MRPS12,MRPL1,Level_02
MRPS12,MRPL20,Level_02
MRPS12,DAP3,Level_02
MRPS12,RPL38,Level_02
MRPS12,MRPS35,Level_02
MRPS12,METTL17,Level_02
MRPS12,RPS9,Level_02
MRPS12,PPP1R26,Level_02
MRPS12,MRPS21,Level_02
MRPS12,RPLP2,Level_02
MRPS12,MRPL38,Level_02
MRPS12,MRRF,Level_02
MRPS12,MRPL10,Level_02
MRPS12,RPS3,Level_02
MRPS12,CUL7,Level_02
MRPS12,MRPL24,Level_02
MRPS12,MRPL30,Level_02
MRPS12,MRPL16,Level_02
MRPS12,RPS3A,Level_02
MRPS12,MRPS17,Level_02
MRPS12,EIF1AY,Level_02
MRPS12,MTIF2,Level_02
MRPS12,AURKAIP1,Level_02
MRPS12,RPLP0,Level_02
MRPS12,MRPL22,Level_02
MRPS12,MRPL40,Level_02
MRPS12,RPL29,Level_02
MRPS12,MRPL15,Level_02
MRPS12,MRPL41,Level_02
MRPS12,FAU,Level_02
MRPS12,PDCD11,Level_02
MRPS12,RPS10,Level_02
MRPS12,MRTO4,Level_02
MRPS12,MRPL14,Level_02
MRPS12,MRPL2,Level_02
MRPS12,MRPL13,Level_02
MRPS12,MRPL4,Level_02
MRPS12,RPL36,Level_02
MRPS12,MRPS27,Level_02
MRPS12,RPL13,Level_02
MRPS12,IMP3,Level_02
MRPS12,RPS21,Level_02
MRPS12,RPL9,Level_02
MRPS12,MRPS30,Level_02
MRPS12,RPL18,Level_02
MRPS12,hCG_1984214,Level_02
MRPS12,MRPL11,Level_02
MRPS12,MRPL44,Level_02
MRPS12,RPS24,Level_02
MRPS12,RPL11,Level_02
MRPS12,TUFM,Level_02
MRPS12,RPS27L,Level_02
MRPS12,POLR2F,Level_02
MRPS12,ERAL1,Level_02
MRPS12,MRPL3,Level_02
MRPS12,RPL34,Level_02
MRPS12,MRPL54,Level_02
MRPS12,RPS18,Level_02
MRPS12,RPL19,Level_02
MRPS12,RPL5,Level_02
MRPS12,MRPS26,Level_02
MRPS12,RPL15,Level_02
MRPS12,MRPL49,Level_02
MRPS12,RPL35,Level_02
MRPS12,PTCD3,Level_02
MRPS12,RPL23,Level_02
MRPS12,RPS19,Level_02
MRPS12,MRPL33,Level_02
MRPS12,RPS28,Level_02
MRPS12,RPS5,Level_02
MRPS12,MRPS22,Level_02
MRPS12,RPLP1,Level_02
MRPS12,POLR1C,Level_02
MRPS12,MRPS18A,Level_02
MRPS12,RPS7,Level_02
MRPS12,POLR2C,Level_02
MRPS12,RPL30,Level_02
MRPS12,RPS17,Level_02
MRPS12,HIBCH,Level_02
MRPS12,MRPS28,Level_02
MRPS12,UBA52,Level_02
MRPS12,RPS6,Level_02
MRPS12,MRPS23,Level_02
MRPS12,CCDC105,Level_02
MRPS12,RPL24,Level_02
MRPS12,RPL37A,Level_02
MRPS12,RPS8,Level_02
MRPS12,MRPS24,Level_02
MRPS12,RPS15,Level_02
MRPS12,RPS2,Level_02
MRPS12,RPL23A,Level_02
MRPS12,MRPL21,Level_02
MRPS12,RPS20,Level_02
MRPS12,MRPS33,Level_02
MRPS12,MRPL12,Level_02
MRPS12,RPS25,Level_02
MRPS12,MRPS31,Level_02
MRPS12,MED1,Level_02
F11,F12,Level_02
F11,F3,Level_02
F11,SERPINC1,Level_02
F11,KNG1,Level_02
F11,F8,Level_02
F11,APP,Level_02
F11,F9,Level_02
TMPRSS6,NEO1,Level_02
TMPRSS6,HJV,Level_02
TMPRSS6,HAMP,Level_02
TMPRSS6,TFR2,Level_02
TMPRSS6,HFE,Level_02
CHCHD10,CHCHD6,Level_02
CHCHD10,APOO,Level_02
CHCHD10,MICOS13,Level_02
CHCHD10,CHCHD3,Level_02
CHCHD10,APOOL,Level_02
CHCHD10,IMMT,Level_02
CHRNA2,CHRNA4,Level_02
CHRNA2,CHRNA7,Level_02
CHRNA2,CHRNA9,Level_02
CHRNA2,CHRNB2,Level_02
CHRNA2,CHRNB3,Level_02
CHRNA2,CHRNA3,Level_02
CHRNA2,CHRNB4,Level_02
C1S,LOC102723407,Level_02
C1S,C2,Level_02
C1S,C1QA,Level_02
C1S,C1QB,Level_02
C1S,C1QC,Level_02
C1S,C4B,Level_02
C1S,C4A,Level_02
FAH,FAHD1,Level_02
FAH,GSTZ1,Level_02
FAH,HPD,Level_02
FAH,HGD,Level_02
FAH,TAT,Level_02
NRXN1,CASKIN1,Level_02
NRXN1,GRID2,Level_02
NRXN1,CASK,Level_02
NRXN1,CBLN1,Level_02
NRXN1,LRRTM2,Level_02
NRXN1,NRXN2,Level_02
NRXN1,DAG1,Level_02
NRXN1,SHANK3,Level_02
NRXN1,DLG4,Level_02
NRXN1,NXPH1,Level_02
PICK1,TSPAN7,Level_02
PICK1,GRIA3,Level_02
PICK1,GRM7,Level_02
PICK1,SRR,Level_02
PICK1,DLG4,Level_02
PICK1,GRIP1,Level_02
PICK1,GRIA1,Level_02
PICK1,ICA1,Level_02
PICK1,GRIP2,Level_02
PICK1,PRKCA,Level_02
NCOA1,STAT6,Level_02
NCOA1,NR3C2,Level_02
NCOA1,RORC,Level_02
NCOA1,NCOR1,Level_02
NCOA1,PPARGC1A,Level_02
NCOA1,NCOA3,Level_02
NCOA1,NR1H3,Level_02
NCOA1,CARM1,Level_02
NCOA1,RARB,Level_02
NCOA1,NCOA2,Level_02
NCOA1,FOS,Level_02
NCOA1,NR1I3,Level_02
NCOA1,ESRRG,Level_02
NCOA1,RARA,Level_02
NCOA1,PGR,Level_02
NCOA1,JUN,Level_02
NCOA1,NR1I2,Level_02
NCOA1,NR3C1,Level_02
NCOA1,NR1H2,Level_02
NCOA1,CYP27B1,Level_02
NCOA1,PPARA,Level_02
NCOA1,KAT2B,Level_02
NCOA1,AR,Level_02
NCOA1,NR1H4,Level_02
NCOA1,THRB,Level_02
NCOA1,HNF4A,Level_02
NCOA1,THRA,Level_02
NCOA1,PAX3,Level_02
ELAVL1,CCNA1,Level_02
ELAVL1,HNRNPU,Level_02
ELAVL1,CCND1,Level_02
ELAVL1,HNRNPA2B1,Level_02
ELAVL1,PTBP1,Level_02
ELAVL1,CCNA2,Level_02
ELAVL1,IGF2BP1,Level_02
ELAVL1,HNRNPC,Level_02
ELAVL1,TIA1,Level_02
ELAVL1,PABPN1,Level_02
ELAVL1,DHX9,Level_02
ELAVL1,XPO1,Level_02
ELAVL1,HNRNPA1,Level_02
ELAVL1,PRKAA2,Level_02
ELAVL1,SRSF1,Level_02
ELAVL1,ILF3,Level_02
ELAVL1,PRKCD,Level_02
ELAVL1,HNRNPH1,Level_02
ELAVL1,ANP32A,Level_02
ELAVL1,AGO2,Level_02
ELAVL1,HNRNPD,Level_02
ELAVL1,TIAL1,Level_02
ELAVL1,UFC1,Level_02
ELAVL1,G3BP1,Level_02
ELAVL1,HNRNPK,Level_02
ELAVL1,PRKAA1,Level_02
NLRC4,CARD8,Level_02
NLRC4,CASP8,Level_02
NLRC4,NLRP12,Level_02
NLRC4,NLRC5,Level_02
NLRC4,NOD2,Level_02
NLRC4,GSDMD,Level_02
NLRC4,CASP4,Level_02
NLRC4,NLRP7,Level_02
NLRC4,IL1B,Level_02
NLRC4,CASP5,Level_02
NLRC4,IFI16,Level_02
NLRC4,NLRP2,Level_02
NLRC4,IL18,Level_02
NLRC4,PRKCD,Level_02
NLRC4,GLMN,Level_02
NLRC4,BECN1,Level_02
MAGI1,SYNPO,Level_02
MAGI1,CDC42,Level_02
MAGI1,MAGI2,Level_02
MAGI1,ACTN4,Level_02
MAGI1,CTNNB1,Level_02
MAGI1,ACTN1,Level_02
MAGI1,PTEN,Level_02
MAGI1,RAPGEF2,Level_02
MAGI1,PARD3,Level_02
MAGI1,RAPGEF6,Level_02
MAGI1,MAGI3,Level_02
MAGI1,IGSF5,Level_02
MDK,HDGF,Level_02
MDK,PTPRZ1,Level_02
MDK,ALK,Level_02
MDK,NOTCH2,Level_02
MDK,NCL,Level_02
CLDN5,ESAM,Level_02
CLDN5,VWF,Level_02
CLDN5,F11R,Level_02
CLDN5,CLDN3,Level_02
CLDN5,TJP3,Level_02
CLDN5,CDH5,Level_02
CLDN5,TJP2,Level_02
CLDN5,CLDN12,Level_02
CD14,LBP,Level_02
CD14,TLR2,Level_02
CD14,TLR4,Level_02
CD14,LY96,Level_02
CD14,SPI1,Level_02
PPARA,NCOA1,Level_02
PPARA,PER2,Level_02
PPARA,PRKACB,Level_02
PPARA,JUN,Level_02
PPARA,RXRB,Level_02
PPARA,LPIN1,Level_02
PPARA,CPT1A,Level_02
PPARA,NCOR2,Level_02
PPARA,ACOX1,Level_02
PPARA,XPR1,Level_02
PPARA,CD36,Level_02
PPARA,PRKACA,Level_02
PPARA,PRKACG,Level_02
PPARA,TRIB3,Level_02
PPARA,UCP1,Level_02
PPARA,NCOR1,Level_02
PPARA,FABP1,Level_02
HIPK2,RASSF5,Level_02
HIPK2,DCAF7,Level_02
HIPK2,PIN1,Level_02
HIPK2,SUMO1,Level_02
HIPK2,SIAH1,Level_02
HIPK2,UBE2I,Level_02
HIPK2,MECP2,Level_02
HIPK2,TP53INP1,Level_02
HIPK2,AXIN1,Level_02
OBSL1,TTN,Level_02
